"","LB-Glucose","Glycerol...AA-Glucose","Acetate-Glucose","Fumarate-Glucose","Glucosamine-Glucose","Glycerol-Glucose","Pyruvate-Glucose","Chemostat.µ.0.5-Glucose","Chemostat.µ.0.35-Glucose","Chemostat.µ.0.20-Glucose","Chemostat.µ.0.12-Glucose","Stationary.phase.1.day-Glucose","Stationary.phase.3.days-Glucose","Osmotic.stress.glucose-Glucose","X42.C.glucose-Glucose","pH6.glucose-Glucose","Xylose-Glucose","Mannose-Glucose","Galactose-Glucose","Succinate-Glucose","Fructose-Glucose"
"YIBF",-1,-1,0,0,0,0,1,-1,-1,-1,0,0,-1,1,-1,0,0,0,1,0,0
"TRXA",-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
"HYPB",1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0
"SPPA",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
"TAR",0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
"CFA",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1
"DADX",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"RFBD",1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
"SLP",-1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"YHJG",0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"YIAD",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1
"MSCM",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"TONB",-1,0,-1,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,1,0,0,0,1
"DGOD",0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,1,0,0
"YDHQ",1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0,0,0,0
"YAJG",0,1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"MSCK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YCFH",1,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,0,0,-1,0,0
"MUTS",1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,-1,0
"SEQA",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,-1,-1,0
"MUG",0,-1,-1,0,-1,0,-1,0,0,-1,-1,1,1,1,1,0,-1,-1,1,0,-1
"YQGE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"METJ",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0,1,-1,-1,-1,-1,-1
"NANK",1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
"MNTR",0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,1,0,0,-1,0,0
"NRDR",-1,-1,0,1,0,1,1,0,-1,-1,-1,0,0,1,1,1,1,0,-1,-1,0
"PTH",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RPSS",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"RPSU",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TRMD",1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
"YCIO",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"RNG",0,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
"ACCB",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,1,-1
"YQEF",1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,0,1,1,1,1
"GARR",1,1,0,1,0,0,0,0,1,1,1,0,-1,0,0,-1,0,0,0,0,0
"BIOA",-1,0,1,-1,0,-1,-1,0,-1,-1,-1,1,1,1,0,0,0,-1,0,0,-1
"FOLP",1,1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,-1
"MENB",1,0,1,1,0,0,0,0,0,0,1,-1,1,0,1,1,1,0,1,1,-1
"MOAC",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,0,-1,0
"PDXH",-1,-1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
"RIBF",0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0
"RIBD",-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,0,-1
"AMYA",-1,0,1,1,0,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
"EDA",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,1,0,-1,-1,-1,0
"SGCX",0,0,0,0,1,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0
"YAGH",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,0,0,0,0
"KGTP",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"GARD",1,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0
"GLPX",1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
"KDGK",1,1,1,1,0,0,1,0,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,-1
"LSRB",0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
"PTSH",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
"PROP",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1
"PTSN",1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,0
"NNR",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"GMK",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,-1,0,-1,-1
"TMK",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PPX",1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"RDGB",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"CYSE",-1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
"ANSA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YAGE",1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,1
"ALAA",-1,1,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
"ALAC",0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-1
"ASTC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"GLNQ",-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1
"IAAA",-1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"MPPA",1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,0
"PROV",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,0,-1,-1,-1,-1
"YDCT",0,0,0,1,1,1,0,1,1,1,1,1,0,-1,0,0,0,1,1,1,0
"ENVC",-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,1,1,0
"FDOH",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPSA",1,1,1,1,0,0,1,1,1,1,1,1,1,0,-1,1,-1,0,-1,0,-1
"NUOI",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,0
"NEMA",1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1
"CYDC",1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,-1,0,0,0,0,1
"CYDD",0,-1,0,-1,0,0,1,1,1,0,0,-1,0,0,0,-1,-1,0,-1,0,1
"CRL",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1
"MALM",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1
"YBJP",-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"LAST",0,1,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1
"ENGB",0,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
"JW58",1,1,-1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0
"EMRA",1,0,-1,-1,1,-1,-1,1,0,-1,-1,0,0,0,-1,0,0,-1,-1,-1,-1
"YBHG",1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"YIDR",-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,0
"CPXP",-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0
"APAH",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
"RSEB",-1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,1,1,0,0,1,0,0
"GLNL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"USPD",-1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,0,1,-1,0
"NARP",1,1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,0,-1,0,1,1,1,0
"MSRC",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YBAK",0,0,0,-1,1,-1,-1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
"YCIE",-1,-1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,-1,1,1,1,-1
"YEAH",0,-1,1,1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,1,1,0
"YEEN",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
"MTFA",1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1
"YIIM",-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"YJAG",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0
"YNHG",-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1
"ZAPD",1,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,1,0,1,0,1,1,1
"YIHX",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1
"APHA",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,-1,-1,0,0,0,-1
"HFQ",0,0,1,1,0,1,1,0,-1,-1,-1,1,1,1,-1,1,1,-1,1,1,0
"TAM",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1
"TLDD",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1
"YBHB",-1,-1,1,0,1,0,0,-1,0,1,1,1,1,1,0,1,-1,1,1,1,0
"YCEA",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
"YEBT",0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1
"YEIR",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0
"YEJM",0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"YFBT",-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
"YGJR",0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,0
"GLCG",1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0
"MURQ",1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,1,1,1
"NLPI",-1,-1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,1,-1
"QUEC",1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1
"RAVA",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"YCBL",-1,-1,1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
"YCED",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"YMDB",-1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0
"YQAB",1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"TSAE",-1,-1,0,0,-1,0,0,-1,-1,0,0,1,-1,-1,1,1,-1,-1,1,0,0
"YCGM",-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FHUE",-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,1,1,0,0,0,-1
"PSTB",0,0,-1,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1
"YBAL",1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,-1,0,1,1,0,1
"ZNTA",1,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,-1,0
"GRXC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"IBPA",1,1,0,1,0,0,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1
"MSRA",-1,-1,1,0,0,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,0
"PCM",0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0
"PPIC",1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,0,1,1,1
"SMPB",1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
"DEGS",-1,-1,1,0,0,0,1,1,1,1,1,0,0,-1,1,0,0,0,0,0,1
"GRXD",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1
"YCBZ",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"QUEE",1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0
"ASMA",0,0,1,0,1,0,1,1,1,1,1,0,0,-1,0,0,0,0,0,1,1
"FTSI",0,0,1,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0
"LOLA",1,0,1,0,1,0,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1
"LPXA",0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1
"LPXB",1,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0
"MPL",1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
"MURG",0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,1,0,0,0,0,1,1
"TSX",1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0
"WBBK",1,1,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1
"KDSD",1,1,0,0,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,0,-1
"MACA",-1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
"MLAA",1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1
"OSMF",-1,-1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"RFFG",1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RSMG",1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,-1,-1
"WZZE",1,0,0,0,0,0,0,1,0,0,1,-1,0,-1,-1,0,0,0,-1,0,0
"HELD",0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"HUPA",1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,0,1,-1
"UNG",0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1
"NUDC",-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,-1,-1
"PARE",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0
"XSEA",0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"GNTR",1,1,1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1
"MHPR",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
"RSD",0,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1
"ALLR",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,1,-1,0,0,0
"RPOE",0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,1,0,0,-1,0,-1,-1
"MAK",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
"DEF",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PRMA",1,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,0,-1,-1
"QUEA",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
"RPLP",1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
"RPLR",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1
"RPLU",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1
"RPSK",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1
"RPSL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"RPSP",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1
"RPST",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PRMB",-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"RAIA",1,1,1,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,1,1,1,1
"RSMA",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"TEHB",-1,-1,0,0,0,-1,-1,0,0,-1,-1,1,1,1,1,1,1,0,0,-1,0
"TSAC",1,1,1,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,1,1,0,0,0,0
"ISPE",-1,-1,1,1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0
"ISPF",1,1,1,0,-1,1,0,1,1,1,1,-1,1,1,-1,0,1,1,1,1,1
"BIOD",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0,-1,-1,-1,-1,-1
"BIOF",0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1
"FOLA",1,1,0,1,0,0,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
"FOLX",1,1,-1,0,1,1,-1,1,0,-1,-1,1,0,1,1,1,1,0,-1,0,1
"HEMN",1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0
"NADB",-1,1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0
"MOAE",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1
"ALSB",1,1,0,1,1,1,1,1,1,1,1,0,0,0,-1,0,-1,1,1,0,0
"RBSD",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"YHJE",-1,-1,-1,-1,1,0,-1,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1
"NRDD",0,0,1,0,0,1,0,1,1,1,1,-1,-1,0,0,-1,0,0,0,0,0
"NUPC",1,0,0,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"PURE",-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1
"NRDE",-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"HINT",0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GLNB",1,1,0,1,-1,1,1,1,1,0,0,1,1,1,-1,0,1,-1,0,1,0
"GLOA",-1,-1,-1,0,-1,1,0,1,0,0,-1,-1,1,0,-1,1,0,0,0,1,1
"HISI",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"HISP",-1,-1,-1,0,0,0,0,0,1,1,1,-1,0,-1,0,-1,-1,-1,1,0,-1
"PROX",1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1
"PUUE",-1,-1,-1,-1,0,-1,-1,1,1,1,0,1,0,-1,0,-1,0,1,1,-1,1
"MUKE",1,0,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"YTFE",1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"DCTA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"FPR",-1,-1,0,0,1,-1,0,-1,-1,-1,-1,0,1,1,-1,1,-1,0,0,-1,-1
"PRKB",-1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"YDJA",-1,-1,1,0,1,1,1,0,0,0,0,1,1,1,-1,1,1,1,0,1,1
"HEMG",1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0
"BISC",-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,1
"DMSA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRDB",1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,-1,0,0,1,0
"HHA",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"PLIG",-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1
"RCSF",-1,-1,-1,-1,0,-1,1,0,0,0,0,1,1,1,1,1,0,0,-1,-1,-1
"YBIU",-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1
"YDCY",0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,0
"YECJ",1,1,-1,-1,0,0,0,0,-1,-1,-1,1,-1,1,1,-1,0,1,-1,1,1
"YGGN",1,1,0,-1,0,-1,0,-1,0,0,0,1,0,0,-1,-1,-1,-1,0,-1,-1
"YIBL",-1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,1,1
"YRFF",0,0,0,0,0,0,0,1,1,1,1,-1,0,-1,0,0,0,1,0,0,0
"EPTC",-1,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,0
"WECC",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1
"TOLQ",0,0,-1,0,-1,0,0,1,0,0,0,1,0,0,1,0,-1,-1,-1,-1,0
"CPXA",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"FNR",1,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1
"DOSC",0,0,1,1,1,0,0,1,1,1,1,1,1,0,-1,1,0,1,1,1,0
"EVGA",1,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,-1,0,1
"UVRY",0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,0
"ERFK",-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ISCA",-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,1
"YAGU",1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1
"YBAY",-1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,0,1,-1,0,1,-1,-1
"YBCJ",-1,0,-1,1,-1,1,0,1,0,-1,-1,1,1,1,-1,1,1,-1,0,1,1
"YBED",1,1,1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
"YCII",-1,-1,1,-1,1,0,-1,0,0,-1,-1,1,1,1,0,1,1,0,0,0,1
"YEAO",-1,-1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,1,0,0,-1,-1
"YECM",-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1
"YEHS",1,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,-1,0
"YJBJ",1,1,1,1,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,-1,-1
"YJBR",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"YQJD",-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"YCIW",-1,-1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0
"ZAPA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,0,0
"GPH",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1
